transaction_id,customer_id,product_id,product_name,category,price,quantity,total_amount,timestamp,region,payment_method
TXN_001077,CUST_8285,PROD_400,Gaming Mouse,Electronics,198.32,1,198.32,2024-09-30 01:59:00,Africa,google_pay
TXN_001078,CUST_4868,PROD_154,Laptop,Computing,343.03,3,1029.09,2024-08-12 04:00:00,North America,apple_pay
TXN_001079,CUST_6942,PROD_873,Tablet,Accessories,116.94,1,116.94,2024-12-08 04:01:00,South America,debit_card
TXN_001080,CUST_2627,PROD_965,Tablet,Computing,475.48,4,1901.92,2024-04-24 20:45:00,Africa,debit_card
TXN_001081,CUST_7018,PROD_502,Keyboard,Mobile,395.31,2,790.62,2024-04-19 17:35:00,North America,google_pay
TXN_001082,CUST_9920,PROD_228,Gaming Mouse,Audio,53.81,4,215.24,2024-02-21 02:10:00,Africa,debit_card
TXN_001083,CUST_6876,PROD_512,Gaming Mouse,Audio,214.61,3,643.83,2024-01-06 18:39:00,Asia,apple_pay
TXN_001084,CUST_1992,PROD_786,Bluetooth Speaker,Electronics,440.77,4,1763.08,2024-08-06 12:54:00,Africa,google_pay
TXN_001085,CUST_7523,PROD_106,Keyboard,Electronics,472.92,4,1891.68,2024-09-01 13:14:00,South America,paypal
TXN_001086,CUST_5520,PROD_573,Wireless Headphones,Electronics,239.03,1,239.03,2024-08-14 05:01:00,South America,credit_card
TXN_001087,CUST_4109,PROD_926,Phone Case,Electronics,310.57,4,1242.28,2024-04-12 20:28:00,North America,google_pay
TXN_001088,CUST_3001,PROD_881,Smart Watch,Electronics,91.85,1,91.85,2024-04-24 09:49:00,South America,apple_pay
TXN_001089,CUST_8450,PROD_995,Wireless Headphones,Computing,495.67,1,495.67,2024-05-08 16:14:00,South America,credit_card
TXN_001090,CUST_2501,PROD_630,Tablet,Computing,123.52,2,247.04,2024-07-11 11:26:00,Africa,google_pay
TXN_001091,CUST_4475,PROD_571,Phone Case,Audio,471.94,3,1415.82,2024-09-04 00:29:00,Africa,paypal
TXN_001092,CUST_1349,PROD_959,Phone Case,Audio,328.33,3,984.99,2024-11-23 03:37:00,South America,apple_pay
TXN_001093,CUST_1828,PROD_155,Gaming Mouse,Accessories,307.79,3,923.3700000000001,2024-11-18 22:00:00,Asia,credit_card
TXN_001094,CUST_6464,PROD_186,Laptop,Computing,261.22,1,261.22,2024-06-26 12:42:00,Asia,paypal
TXN_001095,CUST_4990,PROD_156,Keyboard,Mobile,123.03,3,369.09000000000003,2024-06-15 15:51:00,Asia,apple_pay
TXN_001096,CUST_3063,PROD_376,Bluetooth Speaker,Computing,96.5,1,96.5,2024-05-26 06:37:00,Africa,debit_card
TXN_001097,CUST_4362,PROD_949,Gaming Mouse,Accessories,118.04,2,236.08,2024-07-27 15:30:00,North America,credit_card
TXN_001098,CUST_2124,PROD_765,Gaming Mouse,Electronics,101.35,3,304.04999999999995,2024-01-18 10:16:00,North America,credit_card
TXN_001099,CUST_4394,PROD_209,Gaming Mouse,Computing,392.0,1,392.0,2024-07-19 14:12:00,Africa,credit_card
TXN_001100,CUST_4538,PROD_441,Laptop,Mobile,181.56,3,544.6800000000001,2024-11-03 07:04:00,Asia,credit_card
TXN_001101,CUST_4817,PROD_708,Smart Watch,Audio,38.34,3,115.02000000000001,2024-07-19 08:46:00,North America,paypal
TXN_001102,CUST_6383,PROD_199,Tablet,Accessories,484.86,2,969.72,2024-11-01 00:37:00,North America,apple_pay
TXN_001103,CUST_3417,PROD_941,Smart Watch,Accessories,443.06,4,1772.24,2024-06-23 08:27:00,North America,credit_card
TXN_001104,CUST_1046,PROD_397,Phone Case,Computing,464.6,3,1393.8000000000002,2024-10-08 20:34:00,Asia,google_pay
TXN_001105,CUST_5542,PROD_679,Laptop,Computing,497.5,2,995.0,2024-09-10 23:15:00,Asia,paypal
TXN_001106,CUST_3370,PROD_593,Keyboard,Audio,95.21,3,285.63,2024-12-04 01:48:00,Europe,credit_card
TXN_001107,CUST_3129,PROD_807,Wireless Headphones,Mobile,204.16,3,612.48,2024-06-30 16:32:00,South America,apple_pay
TXN_001108,CUST_9850,PROD_439,Wireless Headphones,Computing,381.54,3,1144.6200000000001,2024-08-07 17:07:00,Europe,paypal
TXN_001109,CUST_5106,PROD_985,Wireless Headphones,Audio,351.05,3,1053.15,2024-01-30 05:21:00,Asia,apple_pay
TXN_001110,CUST_3858,PROD_162,Bluetooth Speaker,Computing,85.41,4,341.64,2024-04-18 03:08:00,Asia,google_pay
TXN_001111,CUST_2801,PROD_224,Gaming Mouse,Electronics,409.76,4,1639.04,2024-10-28 05:27:00,South America,paypal
TXN_001112,CUST_1422,PROD_858,Gaming Mouse,Accessories,119.98,3,359.94,2024-08-02 04:20:00,Europe,google_pay
TXN_001113,CUST_3159,PROD_698,Gaming Mouse,Computing,119.67,3,359.01,2024-05-19 15:49:00,North America,credit_card
TXN_001114,CUST_1243,PROD_790,Smart Watch,Computing,273.12,2,546.24,2024-09-17 01:43:00,North America,credit_card
TXN_001115,CUST_6869,PROD_623,Bluetooth Speaker,Audio,300.54,2,601.08,2024-01-17 18:20:00,Africa,debit_card
TXN_001116,CUST_4898,PROD_857,Tablet,Computing,294.24,1,294.24,2024-09-21 01:19:00,North America,apple_pay
TXN_001117,CUST_6304,PROD_834,Wireless Headphones,Electronics,54.83,4,219.32,2024-01-08 02:49:00,Africa,credit_card
TXN_001118,CUST_1258,PROD_154,Smart Watch,Audio,439.96,3,1319.8799999999999,2024-05-30 12:07:00,South America,google_pay
TXN_001119,CUST_3854,PROD_818,Smart Watch,Mobile,140.14,4,560.56,2024-06-10 19:50:00,Europe,apple_pay
TXN_001120,CUST_5347,PROD_309,Wireless Headphones,Computing,73.46,2,146.92,2024-08-27 23:00:00,Asia,credit_card
TXN_001121,CUST_1858,PROD_628,Keyboard,Computing,445.49,4,1781.96,2024-01-21 00:04:00,Africa,paypal
TXN_001122,CUST_3076,PROD_247,Keyboard,Audio,478.27,4,1913.08,2024-10-23 21:03:00,Asia,apple_pay
TXN_001123,CUST_7897,PROD_675,Keyboard,Accessories,432.44,3,1297.32,2024-01-18 14:13:00,Europe,debit_card
TXN_001124,CUST_9619,PROD_858,Smart Watch,Mobile,406.66,3,1219.98,2024-09-22 16:20:00,Europe,google_pay
TXN_001125,CUST_2862,PROD_607,Bluetooth Speaker,Computing,331.07,2,662.14,2024-05-11 12:28:00,North America,credit_card
TXN_001126,CUST_2041,PROD_239,Wireless Headphones,Accessories,279.92,3,839.76,2024-12-29 07:40:00,Europe,credit_card
TXN_001127,CUST_8802,PROD_328,Wireless Headphones,Accessories,52.62,2,105.24,2024-06-07 23:31:00,Europe,debit_card
TXN_001128,CUST_8344,PROD_791,Bluetooth Speaker,Accessories,210.14,2,420.28,2024-05-24 07:54:00,South America,apple_pay
TXN_001129,CUST_6931,PROD_755,Phone Case,Mobile,192.62,1,192.62,2024-07-24 18:14:00,Europe,paypal
TXN_001130,CUST_9408,PROD_972,Smart Watch,Computing,137.28,1,137.28,2024-10-20 20:02:00,South America,debit_card
TXN_001131,CUST_2786,PROD_258,Bluetooth Speaker,Computing,364.48,1,364.48,2024-10-10 19:17:00,Asia,debit_card
TXN_001132,CUST_8405,PROD_408,Wireless Headphones,Computing,252.98,4,1011.92,2024-02-23 06:06:00,Europe,apple_pay
TXN_001133,CUST_9254,PROD_743,Tablet,Mobile,49.71,1,49.71,2024-10-21 16:20:00,North America,google_pay
TXN_001134,CUST_4629,PROD_418,Phone Case,Electronics,117.89,3,353.67,2024-10-21 12:31:00,Asia,debit_card
TXN_001135,CUST_1710,PROD_836,Smart Watch,Mobile,344.8,3,1034.4,2024-02-04 16:14:00,Europe,apple_pay
TXN_001136,CUST_9543,PROD_106,Tablet,Computing,47.3,1,47.3,2024-03-14 03:12:00,South America,apple_pay
TXN_001137,CUST_5941,PROD_924,Laptop,Audio,427.09,4,1708.36,2024-01-07 11:18:00,Europe,debit_card
TXN_001138,CUST_8504,PROD_596,Wireless Headphones,Mobile,252.62,2,505.24,2024-03-05 21:34:00,Europe,debit_card
TXN_001139,CUST_1510,PROD_738,Bluetooth Speaker,Computing,245.49,4,981.96,2024-11-22 08:41:00,North America,credit_card
TXN_001140,CUST_1996,PROD_804,Wireless Headphones,Audio,300.28,4,1201.12,2024-12-29 05:22:00,North America,paypal
TXN_001141,CUST_8847,PROD_305,Bluetooth Speaker,Computing,414.09,2,828.18,2024-11-18 02:06:00,Asia,apple_pay
TXN_001142,CUST_7580,PROD_217,Keyboard,Mobile,180.43,2,360.86,2024-02-14 18:41:00,Europe,credit_card
TXN_001143,CUST_7984,PROD_168,Gaming Mouse,Electronics,342.23,2,684.46,2024-01-22 06:48:00,Asia,credit_card
TXN_001144,CUST_2768,PROD_100,Keyboard,Audio,287.21,3,861.6299999999999,2024-06-29 19:19:00,North America,debit_card
TXN_001145,CUST_9032,PROD_256,Phone Case,Audio,140.84,2,281.68,2024-01-08 18:18:00,South America,apple_pay
TXN_001146,CUST_8267,PROD_718,Smart Watch,Electronics,440.53,2,881.06,2024-03-26 21:36:00,South America,credit_card
TXN_001147,CUST_2204,PROD_223,Phone Case,Accessories,400.74,4,1602.96,2024-05-24 02:52:00,Europe,paypal
TXN_001148,CUST_2323,PROD_632,Keyboard,Mobile,332.64,4,1330.56,2024-04-02 10:36:00,Africa,apple_pay
TXN_001149,CUST_6277,PROD_199,Keyboard,Computing,426.79,1,426.79,2024-08-17 19:39:00,Europe,debit_card
TXN_001150,CUST_3430,PROD_353,Smart Watch,Electronics,434.97,4,1739.88,2024-10-28 01:46:00,South America,google_pay
TXN_001151,CUST_2076,PROD_309,Gaming Mouse,Accessories,357.1,2,714.2,2024-12-15 07:48:00,South America,debit_card
TXN_001152,CUST_3067,PROD_206,Gaming Mouse,Audio,420.14,3,1260.42,2024-03-12 07:35:00,South America,apple_pay
TXN_001153,CUST_5505,PROD_585,Bluetooth Speaker,Accessories,351.76,4,1407.04,2024-10-04 22:28:00,Asia,apple_pay
TXN_001154,CUST_9984,PROD_125,Smart Watch,Accessories,343.27,4,1373.08,2024-12-13 13:29:00,Africa,google_pay
TXN_001155,CUST_6327,PROD_952,Gaming Mouse,Accessories,313.12,2,626.24,2024-07-18 13:02:00,South America,debit_card
TXN_001156,CUST_7240,PROD_617,Gaming Mouse,Computing,378.83,4,1515.32,2024-11-19 12:53:00,Europe,debit_card
TXN_001157,CUST_9692,PROD_554,Smart Watch,Audio,87.72,4,350.88,2024-03-25 23:33:00,South America,apple_pay
TXN_001158,CUST_5831,PROD_500,Laptop,Electronics,441.63,2,883.26,2024-10-22 10:57:00,South America,debit_card
TXN_001159,CUST_8433,PROD_156,Phone Case,Computing,437.2,4,1748.8,2024-02-06 06:49:00,South America,credit_card
TXN_001160,CUST_9282,PROD_224,Keyboard,Electronics,24.33,3,72.99,2024-06-07 00:41:00,North America,credit_card
TXN_001161,CUST_8048,PROD_407,Bluetooth Speaker,Audio,414.65,1,414.65,2024-04-18 18:39:00,Africa,debit_card
TXN_001162,CUST_2624,PROD_514,Wireless Headphones,Electronics,73.15,4,292.6,2024-08-28 17:13:00,Africa,paypal
TXN_001163,CUST_2874,PROD_595,Keyboard,Computing,174.21,3,522.63,2024-09-30 14:18:00,Asia,debit_card
TXN_001164,CUST_4522,PROD_288,Keyboard,Audio,374.32,4,1497.28,2024-05-28 21:44:00,South America,credit_card
TXN_001165,CUST_8046,PROD_939,Bluetooth Speaker,Mobile,88.77,1,88.77,2024-11-30 06:01:00,North America,paypal
TXN_001166,CUST_8398,PROD_340,Phone Case,Audio,410.8,2,821.6,2024-09-27 03:32:00,Asia,google_pay
TXN_001167,CUST_4743,PROD_961,Phone Case,Electronics,417.75,1,417.75,2024-04-10 13:15:00,Europe,apple_pay
TXN_001168,CUST_7779,PROD_968,Laptop,Computing,258.66,4,1034.64,2024-03-23 22:48:00,Asia,apple_pay
TXN_001169,CUST_6553,PROD_659,Tablet,Audio,13.13,1,13.13,2024-10-18 21:13:00,South America,debit_card
TXN_001170,CUST_8430,PROD_366,Gaming Mouse,Mobile,150.65,1,150.65,2024-11-20 19:55:00,Asia,credit_card
TXN_001171,CUST_7532,PROD_941,Laptop,Audio,312.29,2,624.58,2024-12-16 14:45:00,South America,debit_card
TXN_001172,CUST_7815,PROD_727,Phone Case,Accessories,490.78,4,1963.12,2024-01-05 05:24:00,Asia,google_pay
TXN_001173,CUST_2557,PROD_797,Bluetooth Speaker,Computing,319.59,1,319.59,2024-07-14 07:32:00,North America,google_pay
TXN_001174,CUST_6120,PROD_549,Smart Watch,Electronics,137.3,1,137.3,2024-03-26 00:30:00,Africa,apple_pay
TXN_001175,CUST_7992,PROD_979,Keyboard,Mobile,320.66,2,641.32,2024-03-03 11:59:00,South America,debit_card
TXN_001176,CUST_6120,PROD_773,Wireless Headphones,Computing,274.59,3,823.77,2024-06-07 17:05:00,Africa,google_pay
TXN_001177,CUST_5176,PROD_731,Smart Watch,Computing,392.12,4,1568.48,2024-10-09 10:07:00,Europe,credit_card
TXN_001178,CUST_7132,PROD_226,Bluetooth Speaker,Mobile,62.42,3,187.26,2024-04-23 07:52:00,Asia,credit_card
TXN_001179,CUST_3500,PROD_542,Laptop,Computing,382.9,3,1148.6999999999998,2024-02-23 02:52:00,Africa,google_pay
TXN_001180,CUST_8770,PROD_249,Gaming Mouse,Electronics,275.22,2,550.44,2024-08-28 16:26:00,South America,credit_card
TXN_001181,CUST_2099,PROD_751,Laptop,Mobile,481.87,2,963.74,2024-01-29 10:28:00,Africa,debit_card
TXN_001182,CUST_2494,PROD_122,Wireless Headphones,Accessories,177.52,4,710.08,2024-08-17 12:53:00,Africa,credit_card
TXN_001183,CUST_2398,PROD_289,Phone Case,Audio,319.98,3,959.94,2024-08-19 15:04:00,South America,google_pay
TXN_001184,CUST_2527,PROD_245,Keyboard,Computing,466.69,1,466.69,2024-10-30 04:45:00,North America,apple_pay
TXN_001185,CUST_8075,PROD_938,Wireless Headphones,Computing,60.23,3,180.69,2024-12-06 17:35:00,South America,google_pay
TXN_001186,CUST_2582,PROD_862,Keyboard,Audio,469.24,2,938.48,2024-11-06 04:48:00,Asia,google_pay
TXN_001187,CUST_7105,PROD_773,Laptop,Electronics,347.06,1,347.06,2024-01-18 07:03:00,South America,paypal
TXN_001188,CUST_3131,PROD_346,Smart Watch,Electronics,43.24,1,43.24,2024-03-20 16:28:00,Europe,debit_card
TXN_001189,CUST_1982,PROD_274,Smart Watch,Audio,157.47,2,314.94,2024-06-12 14:17:00,Africa,paypal
TXN_001190,CUST_6400,PROD_623,Gaming Mouse,Electronics,357.0,1,357.0,2024-01-18 11:32:00,Europe,google_pay
TXN_001191,CUST_3002,PROD_859,Wireless Headphones,Accessories,43.0,3,129.0,2024-11-15 05:15:00,Africa,credit_card
TXN_001192,CUST_7730,PROD_816,Laptop,Mobile,295.26,2,590.52,2024-12-13 00:13:00,North America,debit_card
TXN_001193,CUST_6793,PROD_659,Wireless Headphones,Audio,179.48,4,717.92,2024-08-01 00:24:00,South America,paypal
TXN_001194,CUST_7929,PROD_305,Bluetooth Speaker,Electronics,314.25,2,628.5,2024-08-12 15:33:00,South America,google_pay
TXN_001195,CUST_1842,PROD_587,Smart Watch,Electronics,32.41,4,129.64,2024-09-03 03:38:00,Europe,debit_card
TXN_001196,CUST_5712,PROD_591,Smart Watch,Electronics,437.05,4,1748.2,2024-11-25 05:17:00,South America,apple_pay
TXN_001197,CUST_6119,PROD_396,Phone Case,Audio,487.01,2,974.02,2024-11-01 15:42:00,North America,debit_card
TXN_001198,CUST_6761,PROD_396,Tablet,Computing,484.75,2,969.5,2024-03-30 12:20:00,Asia,apple_pay
TXN_001199,CUST_2697,PROD_783,Keyboard,Mobile,377.33,4,1509.32,2024-06-23 14:04:00,Europe,paypal
TXN_001200,CUST_9313,PROD_202,Laptop,Electronics,73.74,4,294.96,2024-04-06 12:18:00,Africa,apple_pay
TXN_001201,CUST_4485,PROD_702,Smart Watch,Electronics,381.55,1,381.55,2024-10-22 13:30:00,North America,google_pay
TXN_001202,CUST_3535,PROD_604,Smart Watch,Electronics,22.05,2,44.1,2024-05-12 22:23:00,Africa,google_pay
TXN_001203,CUST_8900,PROD_476,Keyboard,Audio,20.84,2,41.68,2024-02-18 22:47:00,North America,google_pay
TXN_001204,CUST_4674,PROD_783,Wireless Headphones,Electronics,168.57,1,168.57,2024-06-07 10:14:00,North America,debit_card
TXN_001205,CUST_2773,PROD_381,Bluetooth Speaker,Audio,249.44,2,498.88,2024-08-19 11:48:00,North America,paypal
TXN_001206,CUST_6736,PROD_500,Wireless Headphones,Audio,387.5,1,387.5,2024-03-31 11:28:00,North America,paypal
TXN_001207,CUST_7022,PROD_495,Smart Watch,Mobile,344.81,1,344.81,2024-06-02 09:43:00,North America,google_pay
TXN_001208,CUST_2882,PROD_814,Gaming Mouse,Computing,228.49,2,456.98,2024-09-22 17:09:00,South America,credit_card
TXN_001209,CUST_5564,PROD_919,Bluetooth Speaker,Mobile,144.08,3,432.24,2024-06-14 04:46:00,South America,google_pay
TXN_001210,CUST_4705,PROD_209,Bluetooth Speaker,Electronics,498.59,4,1994.36,2024-08-02 20:53:00,Africa,google_pay
TXN_001211,CUST_8030,PROD_575,Laptop,Audio,218.83,2,437.66,2024-11-05 18:03:00,Europe,apple_pay
TXN_001212,CUST_1430,PROD_526,Laptop,Mobile,231.18,3,693.54,2024-12-28 03:52:00,North America,google_pay
TXN_001213,CUST_5381,PROD_933,Smart Watch,Audio,90.18,1,90.18,2024-09-23 11:06:00,Africa,credit_card
TXN_001214,CUST_1474,PROD_535,Keyboard,Mobile,399.46,3,1198.3799999999999,2024-02-22 03:20:00,Europe,debit_card
TXN_001215,CUST_3955,PROD_251,Tablet,Accessories,349.9,2,699.8,2024-08-09 15:57:00,South America,debit_card
TXN_001216,CUST_5477,PROD_128,Phone Case,Mobile,118.18,2,236.36,2024-05-07 07:34:00,Europe,google_pay
TXN_001217,CUST_6062,PROD_390,Keyboard,Computing,50.37,3,151.10999999999999,2024-06-25 02:20:00,South America,credit_card
TXN_001218,CUST_6567,PROD_568,Tablet,Computing,343.44,2,686.88,2024-08-23 13:18:00,Asia,apple_pay
TXN_001219,CUST_6751,PROD_223,Keyboard,Electronics,330.71,4,1322.84,2024-08-03 15:02:00,North America,debit_card
TXN_001220,CUST_1100,PROD_677,Wireless Headphones,Audio,143.9,3,431.70000000000005,2024-11-28 11:03:00,Africa,debit_card
TXN_001221,CUST_3972,PROD_498,Laptop,Accessories,475.92,1,475.92,2024-12-04 13:48:00,Africa,debit_card
TXN_001222,CUST_3347,PROD_111,Wireless Headphones,Electronics,84.02,3,252.06,2024-09-29 00:38:00,South America,google_pay
TXN_001223,CUST_7566,PROD_694,Wireless Headphones,Computing,221.84,3,665.52,2024-10-05 06:32:00,North America,google_pay
TXN_001224,CUST_2140,PROD_410,Bluetooth Speaker,Mobile,472.37,3,1417.1100000000001,2024-04-17 02:55:00,Europe,debit_card
TXN_001225,CUST_3324,PROD_134,Wireless Headphones,Accessories,215.67,3,647.01,2024-10-25 07:16:00,Europe,debit_card
TXN_001226,CUST_1502,PROD_760,Gaming Mouse,Mobile,322.88,1,322.88,2024-08-10 10:44:00,Europe,google_pay
TXN_001227,CUST_2503,PROD_766,Keyboard,Mobile,204.82,1,204.82,2024-01-31 05:48:00,Asia,debit_card
TXN_001228,CUST_9691,PROD_772,Tablet,Audio,144.37,1,144.37,2024-09-05 10:32:00,North America,apple_pay
TXN_001229,CUST_4524,PROD_734,Keyboard,Audio,492.15,3,1476.4499999999998,2024-08-07 01:15:00,Africa,paypal
TXN_001230,CUST_7163,PROD_555,Smart Watch,Audio,210.57,4,842.28,2024-11-16 09:47:00,North America,paypal
TXN_001231,CUST_7878,PROD_143,Laptop,Accessories,448.11,4,1792.44,2024-06-25 12:12:00,Africa,credit_card
TXN_001232,CUST_8432,PROD_463,Phone Case,Computing,122.68,1,122.68,2024-12-18 07:54:00,Europe,debit_card
TXN_001233,CUST_6585,PROD_242,Gaming Mouse,Accessories,114.42,4,457.68,2024-04-15 17:36:00,Europe,google_pay
TXN_001234,CUST_3578,PROD_579,Smart Watch,Audio,25.26,4,101.04,2024-03-18 07:19:00,Africa,apple_pay
TXN_001235,CUST_7062,PROD_840,Bluetooth Speaker,Audio,329.32,4,1317.28,2024-11-15 11:08:00,Europe,credit_card
TXN_001236,CUST_6105,PROD_569,Gaming Mouse,Accessories,190.58,4,762.32,2024-05-22 10:28:00,Europe,paypal
TXN_001237,CUST_6314,PROD_383,Smart Watch,Computing,433.54,4,1734.16,2024-01-28 10:04:00,South America,paypal
TXN_001238,CUST_2391,PROD_109,Smart Watch,Computing,241.87,2,483.74,2024-06-11 10:46:00,Asia,paypal
TXN_001239,CUST_1861,PROD_262,Laptop,Mobile,484.41,1,484.41,2024-08-28 16:40:00,Asia,paypal
TXN_001240,CUST_3549,PROD_466,Keyboard,Mobile,100.91,3,302.73,2024-03-09 12:12:00,Asia,credit_card
TXN_001241,CUST_3579,PROD_612,Bluetooth Speaker,Audio,435.63,4,1742.52,2024-10-01 17:00:00,Asia,paypal
TXN_001242,CUST_1815,PROD_976,Laptop,Electronics,390.53,2,781.06,2024-11-23 06:51:00,Asia,paypal
TXN_001243,CUST_2336,PROD_981,Gaming Mouse,Audio,387.75,3,1163.25,2024-03-26 08:43:00,Asia,apple_pay
TXN_001244,CUST_5458,PROD_615,Laptop,Electronics,423.94,2,847.88,2024-03-15 14:05:00,Asia,paypal
TXN_001245,CUST_8259,PROD_315,Keyboard,Audio,382.9,4,1531.6,2024-07-12 03:42:00,South America,paypal
TXN_001246,CUST_7947,PROD_457,Gaming Mouse,Accessories,316.85,4,1267.4,2024-09-25 23:42:00,Europe,debit_card
TXN_001247,CUST_8957,PROD_823,Keyboard,Accessories,74.31,4,297.24,2024-07-18 05:45:00,South America,debit_card
TXN_001248,CUST_8242,PROD_637,Wireless Headphones,Mobile,25.94,4,103.76,2024-12-18 16:58:00,Africa,paypal
TXN_001249,CUST_7785,PROD_499,Bluetooth Speaker,Mobile,461.22,3,1383.66,2024-11-19 12:37:00,South America,credit_card
TXN_001250,CUST_5475,PROD_625,Wireless Headphones,Accessories,312.16,3,936.48,2024-08-24 23:16:00,Africa,debit_card
TXN_001251,CUST_4531,PROD_164,Tablet,Computing,400.3,2,800.6,2024-09-03 13:46:00,Europe,apple_pay
TXN_001252,CUST_9394,PROD_278,Phone Case,Electronics,245.95,1,245.95,2024-04-02 06:40:00,Asia,google_pay
TXN_001253,CUST_2864,PROD_771,Smart Watch,Accessories,67.48,4,269.92,2024-08-28 00:13:00,Asia,credit_card
TXN_001254,CUST_6655,PROD_255,Bluetooth Speaker,Accessories,71.34,2,142.68,2024-12-16 17:22:00,South America,apple_pay
TXN_001255,CUST_8043,PROD_460,Smart Watch,Computing,345.93,2,691.86,2024-11-29 08:30:00,South America,credit_card
TXN_001256,CUST_2816,PROD_771,Gaming Mouse,Electronics,220.85,2,441.7,2024-10-13 14:48:00,North America,debit_card
TXN_001257,CUST_5640,PROD_836,Smart Watch,Accessories,108.26,4,433.04,2024-12-21 05:26:00,South America,paypal
TXN_001258,CUST_8972,PROD_676,Tablet,Mobile,250.88,4,1003.52,2024-09-26 03:36:00,Asia,google_pay
TXN_001259,CUST_9633,PROD_447,Gaming Mouse,Electronics,41.46,2,82.92,2024-04-06 03:50:00,North America,google_pay
TXN_001260,CUST_6053,PROD_570,Wireless Headphones,Electronics,295.17,4,1180.68,2024-11-08 04:11:00,South America,credit_card
TXN_001261,CUST_1744,PROD_832,Keyboard,Computing,141.81,2,283.62,2024-10-19 08:05:00,South America,paypal
TXN_001262,CUST_4612,PROD_979,Phone Case,Accessories,400.8,3,1202.4,2024-12-30 05:59:00,Africa,credit_card
TXN_001263,CUST_7475,PROD_905,Laptop,Electronics,162.08,4,648.32,2024-12-25 07:08:00,South America,credit_card
TXN_001264,CUST_1897,PROD_243,Keyboard,Mobile,233.06,3,699.1800000000001,2024-09-18 22:00:00,South America,apple_pay
TXN_001265,CUST_1125,PROD_385,Bluetooth Speaker,Audio,15.69,1,15.69,2024-07-19 05:22:00,Africa,credit_card
TXN_001266,CUST_4349,PROD_903,Phone Case,Computing,45.5,4,182.0,2024-05-03 21:37:00,Africa,apple_pay
TXN_001267,CUST_5938,PROD_880,Tablet,Accessories,202.32,1,202.32,2024-05-08 23:06:00,Asia,google_pay
TXN_001268,CUST_4460,PROD_774,Gaming Mouse,Audio,245.17,2,490.34,2024-09-13 11:17:00,Europe,apple_pay
TXN_001269,CUST_3248,PROD_410,Tablet,Computing,304.01,4,1216.04,2024-06-23 11:17:00,North America,google_pay
TXN_001270,CUST_5186,PROD_503,Smart Watch,Mobile,152.91,4,611.64,2024-02-02 17:39:00,South America,google_pay
TXN_001271,CUST_5742,PROD_169,Keyboard,Accessories,350.54,4,1402.16,2024-03-25 10:34:00,North America,apple_pay
TXN_001272,CUST_6375,PROD_959,Gaming Mouse,Audio,431.46,1,431.46,2024-09-28 07:05:00,Europe,apple_pay
TXN_001273,CUST_2965,PROD_760,Laptop,Audio,392.13,1,392.13,2024-05-13 00:03:00,South America,paypal
TXN_001274,CUST_1126,PROD_595,Bluetooth Speaker,Accessories,29.41,2,58.82,2024-04-28 11:25:00,South America,debit_card
TXN_001275,CUST_9149,PROD_485,Wireless Headphones,Computing,245.45,3,736.3499999999999,2024-04-25 00:12:00,Africa,apple_pay
TXN_001276,CUST_8055,PROD_583,Gaming Mouse,Audio,61.42,3,184.26,2024-03-22 16:09:00,Africa,credit_card
TXN_001277,CUST_3878,PROD_720,Bluetooth Speaker,Mobile,128.6,1,128.6,2024-08-08 15:12:00,Europe,credit_card
TXN_001278,CUST_3116,PROD_774,Gaming Mouse,Audio,493.46,4,1973.84,2024-06-16 21:19:00,Europe,paypal
TXN_001279,CUST_7229,PROD_284,Gaming Mouse,Audio,79.82,3,239.45999999999998,2024-11-09 00:19:00,South America,paypal
TXN_001280,CUST_9725,PROD_689,Phone Case,Electronics,254.46,3,763.38,2024-08-16 18:52:00,South America,paypal
TXN_001281,CUST_4770,PROD_825,Bluetooth Speaker,Computing,312.9,1,312.9,2024-10-06 12:23:00,North America,paypal
TXN_001282,CUST_9196,PROD_619,Gaming Mouse,Mobile,354.21,2,708.42,2024-08-14 03:27:00,Africa,apple_pay
TXN_001283,CUST_6802,PROD_894,Wireless Headphones,Electronics,284.23,1,284.23,2024-09-14 18:45:00,Europe,google_pay
TXN_001284,CUST_2180,PROD_774,Bluetooth Speaker,Accessories,14.79,1,14.79,2024-08-11 20:08:00,Asia,paypal
TXN_001285,CUST_7505,PROD_638,Keyboard,Electronics,169.97,4,679.88,2024-02-17 06:09:00,Africa,debit_card
TXN_001286,CUST_1693,PROD_365,Bluetooth Speaker,Electronics,263.68,1,263.68,2024-07-06 01:33:00,Europe,apple_pay
TXN_001287,CUST_8147,PROD_232,Laptop,Audio,53.05,4,212.2,2024-08-01 05:54:00,North America,paypal
TXN_001288,CUST_1307,PROD_814,Smart Watch,Accessories,181.81,2,363.62,2024-10-03 13:58:00,Africa,debit_card
TXN_001289,CUST_8532,PROD_431,Keyboard,Computing,26.27,4,105.08,2024-10-01 10:24:00,South America,apple_pay
TXN_001290,CUST_2275,PROD_702,Wireless Headphones,Audio,48.5,2,97.0,2024-05-29 20:13:00,Africa,debit_card
TXN_001291,CUST_6129,PROD_694,Laptop,Computing,204.49,2,408.98,2024-06-01 14:24:00,South America,apple_pay
TXN_001292,CUST_8033,PROD_456,Tablet,Mobile,75.03,2,150.06,2024-01-26 21:43:00,Africa,debit_card
TXN_001293,CUST_7626,PROD_698,Smart Watch,Accessories,288.1,1,288.1,2024-09-25 17:11:00,North America,debit_card
